condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,250,0.512,0.456,0.64,0.5983606557377049,0.6796875,0.055999999999999994,73,41,87,49
avg_diff_005_015,0.545,248,0.5645161290322581,0.5483870967741935,0.4596774193548387,0.5092592592592593,0.42142857142857143,0.016129032258064613,55,81,59,53
avg_diff_015_030,0.606,250,0.564,0.54,0.464,0.5045871559633027,0.4326241134751773,0.02399999999999991,55,80,61,54
avg_diff_030_050,0.667,250,0.636,0.576,0.348,0.3956043956043956,0.32075471698113206,0.06000000000000005,36,108,51,55
avg_diff_050_070,0.732,250,0.664,0.62,0.388,0.5119047619047619,0.3253012048192771,0.04400000000000004,43,112,54,41
avg_diff_070_100,0.801,250,0.732,0.728,0.308,0.5671641791044776,0.21311475409836064,0.0040000000000000036,38,144,39,29
avg_diff_100_130,0.851,250,0.768,0.728,0.288,0.5344827586206896,0.21354166666666666,0.040000000000000036,31,151,41,27
avg_diff_130_160,0.888,250,0.84,0.788,0.244,0.6,0.1761904761904762,0.051999999999999935,24,173,37,16
avg_diff_160_200,0.907,250,0.856,0.752,0.208,0.3611111111111111,0.1822429906542056,0.10399999999999998,13,175,39,23
avg_diff_over_200,0.942,250,0.932,0.824,0.204,0.7058823529411765,0.16738197424892703,0.1080000000000001,12,194,39,5
