condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.704,0.428,0.812,0.9054054054054054,0.7727272727272727,0.27599999999999997,67,40,136,7
contains_vandal,0.61,250,0.736,0.496,0.664,0.803030303030303,0.6141304347826086,0.24,53,71,113,13
contains_stop,0.67,250,0.616,0.548,0.74,0.875,0.6558441558441559,0.06799999999999995,84,53,101,12
contains_love,0.74,250,0.772,0.532,0.672,0.9473684210526315,0.5906735751295337,0.24,54,79,114,3
contains_wikipedia,0.85,250,0.868,0.552,0.548,0.8787878787878788,0.4976958525345622,0.31599999999999995,29,109,108,4
contains_page,0.87,250,0.88,0.528,0.544,0.8,0.509090909090909,0.352,24,108,112,6
contains_article,0.92,250,0.888,0.532,0.54,0.8214285714285714,0.5045045045045045,0.356,23,110,112,5
contains_please,0.92,250,0.888,0.552,0.528,0.8571428571428571,0.4864864864864865,0.33599999999999997,24,114,108,4
contains_link,0.94,250,0.9,0.512,0.564,0.88,0.5288888888888889,0.388,22,106,119,3
contains_thank,0.96,250,0.936,0.576,0.472,0.875,0.4444444444444444,0.3600000000000001,14,130,104,2
