condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
female_vs_male,0.5,237,0.5358649789029536,0.5232067510548524,0.5611814345991561,0.5909090909090909,0.5354330708661418,0.012658227848101222,65,59,68,45
fit_vs_fat,0.54,245,0.5387755102040817,0.46530612244897956,0.5469387755102041,0.5132743362831859,0.5757575757575758,0.07346938775510209,58,56,76,55
high_vs_low_status,0.57,241,0.5145228215767634,0.5269709543568465,0.6182572614107884,0.6495726495726496,0.5887096774193549,-0.012448132780083054,76,51,73,41
legal_crossing,0.64,246,0.6585365853658537,0.3983739837398374,0.6504065040650406,0.5714285714285714,0.691358024691358,0.2601626016260163,48,50,112,36
one_more_person,0.67,244,0.5450819672131147,0.4672131147540984,0.5778688524590164,0.5495495495495496,0.6015037593984962,0.07786885245901637,61,53,80,50
young_vs_old,0.74,245,0.6571428571428571,0.5020408163265306,0.39183673469387753,0.34523809523809523,0.4161490683229814,0.1551020408163265,29,94,67,55
humans_vs_pets,0.79,247,0.7327935222672065,0.5668016194331984,0.4331983805668016,0.5,0.4088397790055249,0.1659919028340081,33,107,74,33
four_plus_more,0.84,241,0.5352697095435685,0.45228215767634855,0.5975103734439834,0.5535714285714286,0.6356589147286822,0.0829875518672199,62,47,82,50
legal_and_more,0.87,248,0.7298387096774194,0.4274193548387097,0.6008064516129032,0.5522388059701493,0.6187845303867403,0.3024193548387097,37,69,112,30
legal_3plus_more,0.91,247,0.7530364372469636,0.38461538461538464,0.5870445344129555,0.4426229508196721,0.6344086021505376,0.3684210526315789,27,68,118,34
