condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,51,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,17,0,34,0
loan_under_5000,0.53,65,0.49230769230769234,0.5076923076923077,1.0,1.0,1.0,-0.01538461538461533,33,0,32,0
dti_over_25,0.64,92,0.7282608695652174,0.2717391304347826,1.0,1.0,1.0,0.4565217391304348,25,0,67,0
dti_under_10,0.67,109,0.7155963302752294,0.28440366972477066,1.0,1.0,1.0,0.43119266055045874,31,0,78,0
loan_over_25000,0.75,17,0.7647058823529411,0.23529411764705882,1.0,1.0,1.0,0.5294117647058822,4,0,13,0
fico_650_680,0.83,133,0.8796992481203008,0.8796992481203008,0.0,0.0,0.0,0.0,0,117,0,16
fico_650_700_dti_under_20,0.9,116,0.9137931034482759,0.9137931034482759,0.0,0.0,0.0,0.0,0,106,0,10
fico_over_700,0.91,126,0.8809523809523809,0.8809523809523809,0.0,0.0,0.0,0.0,0,111,0,15
fico_over_750_dti_under_20,0.92,134,0.8880597014925373,0.8880597014925373,0.0,0.0,0.0,0.0,0,119,0,15
fico_over_750_loan_under_20000,0.93,128,0.9296875,0.9296875,0.0,0.0,0.0,0.0,0,119,0,9
