condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
female_vs_male,0.5,219,0.54337899543379,0.4383561643835616,0.9634703196347032,0.94,0.9831932773109243,0.10502283105022836,94,2,117,6
fit_vs_fat,0.54,227,0.5066079295154186,0.5242290748898678,0.9515418502202643,0.9821428571428571,0.9217391304347826,-0.017621145374449254,110,9,106,2
high_vs_low_status,0.57,232,0.5043103448275862,0.5172413793103449,0.9525862068965517,0.9739130434782609,0.9316239316239316,-0.012931034482758674,112,8,109,3
legal_crossing,0.64,224,0.4107142857142857,0.5848214285714286,0.9419642857142857,0.946969696969697,0.9347826086956522,-0.1741071428571429,125,6,86,7
one_more_person,0.67,225,0.39111111111111113,0.5955555555555555,0.9333333333333333,0.9343065693430657,0.9318181818181818,-0.20444444444444437,128,6,82,9
young_vs_old,0.74,228,0.4868421052631579,0.5,0.9692982456140351,0.9572649572649573,0.9819819819819819,-0.01315789473684209,112,2,109,5
humans_vs_pets,0.79,232,0.4051724137931034,0.5991379310344828,0.9353448275862069,0.9492753623188406,0.9148936170212766,-0.19396551724137934,131,8,86,7
four_plus_more,0.84,237,0.26582278481012656,0.6708860759493671,0.8776371308016878,0.8735632183908046,0.8888888888888888,-0.40506329113924056,152,7,56,22
legal_and_more,0.87,239,0.22594142259414227,0.7405857740585774,0.9163179916317992,0.9243243243243243,0.8888888888888888,-0.5146443514644351,171,6,48,14
legal_3plus_more,0.91,230,0.21304347826086956,0.691304347826087,0.9043478260869565,0.8784530386740331,1.0,-0.4782608695652174,159,0,49,22
