condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.536,0.496,0.848,0.8706896551724138,0.8283582089552238,0.040000000000000036,101,23,111,15
lead_90_180,0.554,250,0.564,0.424,0.868,0.8348623853211009,0.8936170212765957,0.13999999999999996,91,15,126,18
lead_30_90,0.622,249,0.5662650602409639,0.4899598393574297,0.8473895582329317,0.8888888888888888,0.8156028368794326,0.0763052208835342,96,26,115,12
no_prev_cancel,0.661,249,0.6385542168674698,0.39357429718875503,0.8634538152610441,0.8555555555555555,0.8679245283018868,0.2449799196787148,77,21,138,13
no_deposit,0.716,250,0.728,0.344,0.848,0.8529411764705882,0.8461538461538461,0.384,58,28,154,10
has_special_requests,0.783,250,0.732,0.34,0.864,0.8805970149253731,0.8579234972677595,0.39199999999999996,59,26,157,8
lead_under_30,0.818,249,0.7951807228915663,0.2891566265060241,0.8755020080321285,0.9019607843137255,0.8686868686868687,0.5060240963855422,46,26,172,5
lead_under_30_special,0.866,248,0.842741935483871,0.31048387096774194,0.8387096774193549,0.9743589743589743,0.8133971291866029,0.532258064516129,38,39,170,1
lead_under_7,0.906,248,0.875,0.2701612903225806,0.8387096774193549,0.9354838709677419,0.8248847926267281,0.6048387096774194,29,38,179,2
repeated_special,0.95,250,0.832,0.368,0.776,0.9285714285714286,0.7451923076923077,0.46399999999999997,39,53,155,3
