condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,25,0.56,0.52,0.36,0.36363636363636365,0.35714285714285715,0.040000000000000036,4,9,5,7
avg_diff_005_015,0.545,25,0.44,0.52,0.48,0.5,0.45454545454545453,-0.08000000000000002,7,6,5,7
avg_diff_015_030,0.606,25,0.52,0.4,0.2,0.08333333333333333,0.3076923076923077,0.12,1,9,4,11
avg_diff_030_050,0.667,25,0.8,0.8,0.16,0.4,0.1,0.0,2,18,2,3
avg_diff_050_070,0.732,25,0.68,0.64,0.12,0.125,0.11764705882352941,0.040000000000000036,1,15,2,7
avg_diff_070_100,0.801,25,0.84,0.84,0.0,0.0,0.0,0.0,0,21,0,4
avg_diff_100_130,0.851,25,0.8,0.84,0.04,0.2,0.0,-0.039999999999999925,1,20,0,4
avg_diff_130_160,0.888,25,0.92,0.88,0.04,0.0,0.043478260869565216,0.040000000000000036,0,22,1,2
avg_diff_160_200,0.907,25,0.92,0.92,0.08,0.5,0.043478260869565216,0.0,1,22,1,1
avg_diff_over_200,0.942,25,0.92,0.88,0.04,0.0,0.043478260869565216,0.040000000000000036,0,22,1,2
