condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
female_vs_male,0.5,242,0.5289256198347108,0.47107438016528924,1.0,1.0,1.0,0.05785123966942152,114,0,128,0
fit_vs_fat,0.54,249,0.5662650602409639,0.43373493975903615,1.0,1.0,1.0,0.13253012048192775,108,0,141,0
high_vs_low_status,0.57,250,0.508,0.492,1.0,1.0,1.0,0.016000000000000014,123,0,127,0
legal_crossing,0.64,250,0.724,0.276,1.0,1.0,1.0,0.44799999999999995,69,0,181,0
one_more_person,0.67,250,0.644,0.356,1.0,1.0,1.0,0.28800000000000003,89,0,161,0
young_vs_old,0.74,250,0.696,0.304,1.0,1.0,1.0,0.39199999999999996,76,0,174,0
humans_vs_pets,0.79,250,0.776,0.224,1.0,1.0,1.0,0.552,56,0,194,0
four_plus_more,0.84,250,0.776,0.224,1.0,1.0,1.0,0.552,56,0,194,0
legal_and_more,0.87,250,0.852,0.148,1.0,1.0,1.0,0.704,37,0,213,0
legal_3plus_more,0.91,250,0.896,0.104,1.0,1.0,1.0,0.792,26,0,224,0
