condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,245,0.5265306122448979,0.44081632653061226,0.9346938775510204,0.896551724137931,0.9689922480620154,0.08571428571428569,104,4,125,12
avg_diff_005_015,0.545,245,0.5673469387755102,0.46122448979591835,0.9387755102040817,0.9622641509433962,0.920863309352518,0.10612244897959189,102,11,128,4
avg_diff_015_030,0.606,246,0.5813008130081301,0.4105691056910569,0.8943089430894309,0.8640776699029126,0.916083916083916,0.17073170731707316,89,12,131,14
avg_diff_030_050,0.667,246,0.5975609756097561,0.4065040650406504,0.9065040650406504,0.8888888888888888,0.9183673469387755,0.19105691056910568,88,12,135,11
avg_diff_050_070,0.732,245,0.6857142857142857,0.37551020408163266,0.8979591836734694,0.935064935064935,0.8809523809523809,0.31020408163265306,72,20,148,5
avg_diff_070_100,0.801,243,0.7037037037037037,0.3662551440329218,0.897119341563786,0.9444444444444444,0.8771929824561403,0.3374485596707819,68,21,150,4
avg_diff_100_130,0.851,244,0.7581967213114754,0.30327868852459017,0.8975409836065574,0.9152542372881356,0.8918918918918919,0.45491803278688525,54,20,165,5
avg_diff_130_160,0.888,244,0.7377049180327869,0.3114754098360656,0.9098360655737705,0.921875,0.9055555555555556,0.42622950819672134,59,17,163,5
avg_diff_160_200,0.907,245,0.8081632653061225,0.2571428571428571,0.9020408163265307,0.9148936170212766,0.898989898989899,0.5510204081632654,43,20,178,4
avg_diff_over_200,0.942,246,0.8008130081300813,0.3089430894308943,0.8577235772357723,0.9183673469387755,0.8426395939086294,0.49186991869918695,45,31,166,4
