condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,237,0.47257383966244726,0.5316455696202531,0.9957805907172996,1.0,0.9910714285714286,-0.05907172995780585,125,1,111,0
lead_90_180,0.554,215,0.4744186046511628,0.5209302325581395,0.9953488372093023,0.9911504424778761,1.0,-0.046511627906976716,112,0,102,1
lead_30_90,0.622,195,0.5025641025641026,0.5076923076923077,0.9794871794871794,0.9896907216494846,0.9693877551020408,-0.00512820512820511,96,3,95,1
no_prev_cancel,0.661,236,0.635593220338983,0.3771186440677966,0.961864406779661,0.9651162790697675,0.96,0.2584745762711864,83,6,144,3
no_deposit,0.716,239,0.6443514644351465,0.38493723849372385,0.9707112970711297,1.0,0.9545454545454546,0.2594142259414226,85,7,147,0
has_special_requests,0.783,238,0.7226890756302521,0.3067226890756303,0.9705882352941176,1.0,0.9593023255813954,0.4159663865546218,66,7,165,0
lead_under_30,0.818,215,0.6883720930232559,0.31627906976744186,0.986046511627907,0.9850746268656716,0.9864864864864865,0.372093023255814,66,2,146,1
lead_under_30_special,0.866,238,0.8277310924369747,0.18067226890756302,0.9831932773109243,0.975609756097561,0.9847715736040609,0.6470588235294117,40,3,194,1
lead_under_7,0.906,220,0.8136363636363636,0.22727272727272727,0.95,0.975609756097561,0.9441340782122905,0.5863636363636363,40,10,169,1
repeated_special,0.95,249,0.9317269076305221,0.357429718875502,0.6626506024096386,0.6470588235294118,0.6637931034482759,0.5742971887550201,11,78,154,6
