condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.72,0.588,0.548,0.7428571428571429,0.4722222222222222,0.132,52,95,85,18
contains_vandal,0.61,250,0.748,0.624,0.5,0.746031746031746,0.41711229946524064,0.124,47,109,78,16
contains_stop,0.67,250,0.768,0.616,0.48,0.7068965517241379,0.4114583333333333,0.15200000000000002,41,113,79,17
contains_love,0.74,250,0.836,0.604,0.464,0.7073170731707317,0.41626794258373206,0.23199999999999998,29,122,87,12
contains_wikipedia,0.85,250,0.9,0.664,0.364,0.64,0.3333333333333333,0.236,16,150,75,9
contains_page,0.87,250,0.9,0.724,0.312,0.68,0.27111111111111114,0.17600000000000005,17,164,61,8
contains_article,0.92,250,0.88,0.684,0.364,0.7,0.3181818181818182,0.19599999999999995,21,150,70,9
contains_please,0.92,250,0.924,0.756,0.288,0.7894736842105263,0.24675324675324675,0.16800000000000004,15,174,57,4
contains_link,0.94,250,0.916,0.708,0.32,0.6666666666666666,0.28820960698689957,0.20800000000000007,14,163,66,7
contains_thank,0.96,250,0.92,0.848,0.2,0.8,0.14782608695652175,0.07200000000000006,16,196,34,4
