condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.876,0.152,0.972,1.0,0.9680365296803652,0.724,31,7,212,0
loan_under_5000,0.53,250,0.64,0.5,0.828,0.9555555555555556,0.75625,0.14,86,39,121,4
dti_over_25,0.64,250,0.772,0.32,0.892,0.9649122807017544,0.8704663212435233,0.452,55,25,168,2
dti_under_10,0.67,250,0.7,0.536,0.7,0.8933333333333333,0.6171428571428571,0.16399999999999992,67,67,108,8
loan_over_25000,0.75,250,0.74,0.44,0.772,0.9076923076923077,0.7243243243243244,0.3,59,51,134,6
fico_650_680,0.83,250,0.824,0.364,0.78,0.9090909090909091,0.7524271844660194,0.45999999999999996,40,51,155,4
fico_650_700_dti_under_20,0.9,250,0.892,0.712,0.252,0.3333333333333333,0.242152466367713,0.18000000000000005,9,169,54,18
fico_over_700,0.91,250,0.892,0.612,0.392,0.5185185185185185,0.37668161434977576,0.28,14,139,84,13
fico_over_750_dti_under_20,0.92,250,0.896,0.796,0.116,0.07692307692307693,0.12053571428571429,0.09999999999999998,2,197,27,24
fico_over_750_loan_under_20000,0.93,250,0.944,0.776,0.192,0.21428571428571427,0.1906779661016949,0.16799999999999993,3,191,45,11
